CustomerID,Recency,Frequency,MonetaryValue,AvgTransactionValue,CLV,RollingAvgAmount
15127,65,1,406.53000000000003,406.53000000000003,406.53000000000003,25.2065625
15128,59,4,1471.0,367.75,1471.0,14.382810457516339
15129,49,11,3447.4,313.40000000000003,3447.4000000000005,41.03136904761905
15130,169,1,330.11,330.11,330.11,14.82090909090909
15132,17,5,977.9300000000001,195.586,977.9300000000001,18.512115384615385
15133,127,3,982.42,327.4733333333333,982.4199999999998,33.8567816091954
15134,14,8,1387.99,173.49875,1387.99,18.76454337899543
15135,238,1,139.05,139.05,139.05,16.163888888888888
15136,2,4,1286.7,321.675,1286.7,19.09166666666667
15139,239,2,178.96,89.48,178.96,14.546923076923077
15140,51,7,2354.25,336.32142857142856,2354.25,29.261874999999996
15142,45,1,498.74,498.74,498.74,19.136794871794873
15143,225,1,259.45,259.45,259.45,18.421428571428574
15144,7,17,6580.4400000000005,387.084705882353,6580.4400000000005,30.318847926267278
15145,3,4,1194.73,298.6825,1194.73,17.78490049751244
15146,164,2,1327.16,663.58,1327.16,14.653040293040293
15147,239,1,623.5,623.5,623.5,21.27857142857143
15148,10,1,301.29,301.29,301.29,15.22075
15149,133,1,520.8000000000001,520.8000000000001,520.8000000000001,22.672463768115943
15150,16,10,5314.47,531.447,5314.47,15.505685131195337
15152,9,13,4745.69,365.0530769230769,4745.69,17.520369003690035
15153,30,1,329.25,329.25,329.25,14.793181818181818
15154,74,1,296.42,296.42,296.42,3.4328823529411774
15156,0,3,961.49,320.49666666666667,961.49,17.979333333333333
15157,3,3,1936.07,645.3566666666667,1936.0700000000002,15.689413333333334
15158,44,1,401.40000000000003,401.40000000000003,401.40000000000003,71.31428571428572
15159,1,30,18641.010000000002,621.3670000000001,18641.010000000002,26.24677464788733
15160,356,1,158.16,158.16,158.16,56.555
15163,17,2,304.47,152.235,304.47,12.480172413793104
15164,68,3,843.05,281.01666666666665,843.05,8.261569579288027
15165,372,1,487.75,487.75,487.75,18.285185185185185
15167,320,1,163.0,163.0,163.0,3.9542682926829276
15168,25,1,106.56,106.56,106.56,25.874000000000002
15171,330,1,1289.5,1289.5,1289.5,177.26666666666665
15172,8,5,1624.05,324.81,1624.05,14.793181818181818
15174,322,1,135.75,135.75,135.75,12.993030303030304
15175,71,1,224.14,224.14,224.14,10.216521739130433
15178,259,1,40.5,40.5,40.5,15.666666666666666
15179,17,5,2206.9500000000003,441.39000000000004,2206.9500000000003,23.769928315412187
15180,366,1,87.5,87.5,87.5,14.151388888888889
15181,65,3,689.48,229.82666666666668,689.48,44.141666666666666
15182,153,2,622.85,311.425,622.85,21.305172413793105
15184,28,2,406.76,203.38,406.76,6.454391534391537
15185,69,1,310.62,310.62,310.62,15.14
15186,13,2,411.41,205.705,411.41,22.373333333333335
15187,1,16,4777.18,298.57375,4777.18,52.73274725274726
15189,0,41,16225.39,395.74121951219513,16225.39,76.66202830188679
15192,119,3,1044.32,348.1066666666666,1044.32,20.69346405228758
15193,60,1,499.32,499.32,499.32,28.94578947368421
15194,2,15,7616.53,507.76866666666666,7616.53,24.541677419354848
15195,2,1,3861.0,3861.0,3861.0,3861.0
15197,10,3,1079.61,359.86999999999995,1079.61,44.819583333333334
15198,91,2,193.64,96.82,193.64,19.952
15199,58,4,1268.7,317.175,1268.7,94.2320512820513
15201,86,5,1236.54,247.308,1236.54,18.2368115942029
15203,25,6,1827.8,304.6333333333333,1827.8,12.807605633802817
15204,356,1,316.58,316.58,316.58,35.72555555555555
15205,84,2,653.24,326.62,653.24,17.608513513513515
15206,9,4,420.3,105.075,420.3,41.86666666666667
15208,0,5,870.12,174.024,870.12,20.872698412698412
15210,224,1,331.18,331.18,331.18,16.61733333333333
15211,59,2,894.4100000000001,447.20500000000004,894.4100000000001,17.300192307692306
15212,240,1,101.8,101.8,101.8,20.560000000000002
15213,318,2,328.35,164.175,328.35,13.879166666666668
15214,1,8,1661.44,207.68,1661.44,15.086636363636364
15215,46,3,734.94,244.98000000000002,734.94,21.018285714285714
15216,87,1,96.6,96.6,96.6,55.95
15218,10,11,5756.89,523.3536363636364,5756.89,34.0282530120482
15219,175,1,305.75,305.75,305.75,41.596296296296295
15220,51,6,1778.96,296.49333333333334,1778.96,15.196239316239316
15221,365,1,403.25,403.25,403.25,76.385
15222,318,1,585.0,585.0,585.0,124.83333333333333
15223,225,2,755.75,377.875,755.75,36.06
15224,357,2,322.08,161.04,322.08,21.97238095238095
15225,233,1,409.40000000000003,409.40000000000003,409.40000000000003,17.773913043478263
15226,310,1,154.41,154.41,154.41,21.0775
15227,36,5,1219.4,243.88000000000002,1219.4,21.05114942528736
15228,65,4,3386.71,846.6775,3386.71,27.50328
15230,238,2,429.6,214.8,429.6,18.056521739130435
15232,112,2,612.06,306.03,612.06,19.34709677419355
15234,276,1,197.0,197.0,197.0,13.861904761904762
15235,217,12,2247.51,187.29250000000002,2247.51,15.706013986013986
15236,298,1,321.05,321.05,321.05,21.816666666666663
15237,1,4,1412.32,353.08,1412.32,14.339023569023569
15238,28,3,1071.99,357.33,1071.99,21.2348
15239,9,2,780.59,390.295,780.59,15.862380952380953
15240,44,5,1706.57,341.31399999999996,1706.5699999999997,22.35794871794872
15241,66,8,1756.44,219.555,1756.44,15.913090909090908
15243,73,1,316.68,316.68,316.68,14.19
15244,64,2,631.57,315.785,631.57,18.52558823529412
15245,133,3,2515.84,838.6133333333333,2515.84,28.352059925093634
15246,237,2,514.15,257.075,514.15,15.633333333333333
15247,121,1,356.0,356.0,356.0,64.53333333333333
15249,31,13,6688.46,514.496923076923,6688.46,19.077338095238098
15251,8,11,10484.99,953.180909090909,10484.99,94.22315315315316
15252,35,2,740.78,370.39,740.78,16.973181818181818
15253,15,5,918.2,183.64000000000001,918.2,17.21996855345912
15254,126,1,300.36,300.36,300.36,16.62648148148148
15255,66,1,890.85,890.85,890.85,18.96645390070922
15256,148,1,98.45,98.45,98.45,14.909722222222223
15257,282,1,317.15,317.15,317.15,32.28095238095238
15258,168,2,623.16,311.58,623.16,18.369411764705884
15260,99,7,1810.77,258.68142857142857,1810.77,23.585324675324674
15261,134,1,254.82,254.82,254.82,12.625263157894736
15262,323,1,178.95000000000002,178.95000000000002,178.95000000000002,17.248333333333335
15263,106,1,156.51,156.51,156.51,13.780277777777776
15264,63,1,393.74,393.74,393.74,17.54304347826087
15265,150,2,1506.1200000000001,753.0600000000001,1506.1200000000001,18.038231707317074
15266,337,1,119.3,119.3,119.3,23.069444444444443
15267,21,5,1717.36,343.472,1717.36,163.67515151515153
15269,23,1,408.8,408.8,408.8,161.6
15270,15,7,2379.49,339.9271428571428,2379.49,57.3359349593496
15271,6,15,2507.07,167.138,2507.07,9.096186131386863
15272,56,2,721.94,360.97,721.94,11.721640211640212
15274,3,2,716.57,358.285,716.57,15.29936170212766
15275,37,1,615.14,615.14,615.14,15.007764227642275
15276,65,1,135.31,135.31,135.31,2.594230769230769
15277,46,1,255.89999999999998,255.89999999999998,255.89999999999998,20.363333333333333
15279,354,1,290.51,290.51,290.51,14.48263157894737
15280,171,1,113.12,113.12,113.12,6.536145833333333
15281,58,9,2332.15,259.1277777777778,2332.15,16.84976019184652
15286,49,1,240.55,240.55,240.55,67.49444444444445
15287,21,2,486.69,243.345,486.69,27.7255
15288,42,5,2306.52,461.304,2306.52,25.5680303030303
15289,28,3,939.78,313.26,939.78,16.43241379310345
15290,4,18,7943.22,441.29,7943.22,38.86833333333334
15291,25,15,4668.3,311.22,4668.3,46.216504854368935
15292,200,1,180.94,180.94,180.94,6.855599999999999
15296,50,6,3672.86,612.1433333333333,3672.8599999999997,18.986907216494846
15297,9,3,641.94,213.98000000000002,641.94,16.447307692307692
15298,1,12,4799.9,399.9916666666666,4799.9,24.882725694444446
15299,66,7,4507.01,643.8585714285715,4507.01,669.857619047619
15300,63,1,496.44,496.44,496.44,17.822857142857142
15301,50,12,5070.35,422.5291666666667,5070.35,20.89876543209876
15303,289,1,574.02,574.02,574.02,18.193924731182797
15304,60,8,694.4,86.8,694.4,28.48695652173913
15306,63,3,1174.3500000000001,391.45000000000005,1174.3500000000001,20.089655172413792
15307,95,1,205.3,205.3,205.3,17.26111111111111
15308,273,1,310.47,310.47,310.47,16.573859649122806
15311,0,91,60767.9,667.7791208791209,60767.9,25.562258652094698
15312,74,4,924.85,231.2125,924.85,19.677659574468084
15313,109,1,52.0,52.0,52.0,52.0
15314,198,1,327.97,327.97,327.97,13.59625
15315,63,2,570.5,285.25,570.5,15.477297297297296
15316,326,1,165.0,165.0,165.0,165.0
15318,3,1,312.62,312.62,312.62,9.510909090909092
15319,283,1,204.5,204.5,204.5,12.201041666666667
15320,43,1,267.13,267.13,267.13,7.327685185185185
15321,70,3,2748.31,916.1033333333334,2748.31,28.60045614035088
15322,85,1,679.68,679.68,679.68,16.025793650793652
15325,103,1,162.29,162.29,162.29,3.3136734693877545
15326,333,1,311.71,311.71,311.71,10.737413793103448
15327,52,1,208.75,208.75,208.75,22.4925
15329,38,3,1049.7,349.90000000000003,1049.7,18.494298245614033
15330,31,2,714.9599999999999,357.47999999999996,714.9599999999999,52.673846153846156
15332,365,4,1661.06,415.265,1661.06,46.68742857142857
15333,207,1,1028.56,1028.56,1028.56,56.7240625
15334,156,3,351.67,117.22333333333334,351.67,3.5858922558922557
15335,53,1,173.97,173.97,173.97,4.834583333333334
15339,65,2,574.07,287.035,574.07,6.721647286821705
15341,80,1,2020.52,2020.52,2020.52,119.53882352941177
15342,129,1,406.09000000000003,406.09000000000003,406.09000000000003,16.965555555555557
15343,86,1,364.5,364.5,364.5,18.06111111111111
15344,0,3,563.94,187.98000000000002,563.94,21.093717948717945
15345,45,1,393.54,393.54,393.54,19.908250000000002
15346,332,1,252.42000000000002,252.42000000000002,252.42000000000002,14.985
15347,365,1,201.60000000000002,201.60000000000002,201.60000000000002,57.620000000000005
15348,71,1,158.04,158.04,158.04,18.10666666666667
15349,157,2,473.81,236.905,473.81,6.294814814814816
15350,372,1,115.65,115.65,115.65,24.51
15351,11,7,1960.11,280.0157142857143,1960.1100000000001,8.72311851851852
15353,254,2,777.02,388.51,777.02,12.694761904761904
15355,28,2,277.05,138.525,277.05,18.558333333333334
15356,30,10,2766.5,276.65,2766.5,5.319621066152856
15358,4,22,8347.2,379.41818181818184,8347.2,15.137041742286751
15360,39,1,427.93,427.93,427.93,32.209230769230764
15361,361,1,418.92,418.92,418.92,57.03142857142858
15363,372,1,326.0,326.0,326.0,20.565625000000004
15364,95,2,913.19,456.595,913.19,32.221034482758625
15365,25,7,2314.32,330.6171428571429,2314.32,20.19827485380117
15366,74,2,602.51,301.255,602.51,13.731287878787878
15367,56,4,1877.5900000000001,469.39750000000004,1877.5900000000001,19.701122807017544
15368,20,1,446.94000000000005,446.94000000000005,446.94000000000005,107.90750000000001
15370,40,7,2386.05,340.86428571428576,2386.05,23.578191489361696
15372,136,1,2007.4,2007.4,2007.4,75.37382716049382
15373,7,12,2415.91,201.32583333333332,2415.91,18.72431818181818
15374,128,1,168.0,168.0,168.0,68.76666666666667
15376,39,3,1233.3600000000001,411.12000000000006,1233.3600000000001,10.488888888888889
15379,168,7,3703.29,529.0414285714286,3703.29,19.212577319587634
15380,8,5,1690.26,338.052,1690.2600000000002,50.4725
15381,213,2,596.85,298.425,596.85,51.98125
15382,14,6,5955.71,992.6183333333333,5955.71,19.698973509933772
15384,169,2,642.41,321.205,642.41,15.593658536585366
15385,39,1,316.88,316.88,316.88,21.093333333333334
15386,185,1,394.14,394.14,394.14,13.017419354838708
15388,269,1,140.54,140.54,140.54,14.828999999999999
15389,171,1,500.0,500.0,500.0,500.0
15392,4,4,1535.53,383.8825,1535.53,18.361944444444447
15393,15,2,231.86,115.93,231.86,18.090833333333336
15394,9,4,2183.54,545.885,2183.54,25.556156862745095
15395,325,1,107.45,107.45,107.45,15.570238095238096
15396,112,1,288.18,288.18,288.18,23.767619047619046
15397,289,1,94.0,94.0,94.0,15.515277777777778
15398,15,2,1345.53,672.765,1345.53,18.330182648401824
15399,0,3,815.77,271.92333333333335,815.77,16.3154
15400,91,5,716.2,143.24,716.2,59.44444444444445
15402,148,2,626.77,313.385,626.77,14.872142857142856
15405,188,1,349.1,349.1,349.1,50.5525
15406,30,2,510.71000000000004,255.35500000000002,510.71000000000004,9.3337106918239
15407,33,4,1056.44,264.11,1056.44,7.03723311546841
15408,263,1,267.18,267.18,267.18,7.567058823529413
15410,83,8,3450.84,431.355,3450.84,28.19295081967213
15411,25,4,1358.88,339.72,1358.88,13.803333333333333
15412,170,1,190.53,190.53,190.53,27.223666666666666
15414,9,3,774.9000000000001,258.3,774.9000000000001,19.833974358974363
15415,312,1,572.8100000000001,572.8100000000001,572.8100000000001,12.162708333333335
15416,64,4,3984.32,996.08,3984.32,20.744895833333334
15417,84,1,508.8,508.8,508.8,18.166666666666668
15419,24,1,135.86,135.86,135.86,16.3475
15421,58,4,950.36,237.59,950.36,18.057106918238997
15422,322,2,97.7,48.85,97.7,17.400000000000002
15423,37,1,43.5,43.5,43.5,28.875
15424,253,2,383.34,191.67,383.34,21.343529411764706
15426,18,5,1447.39,289.478,1447.39,4.953618721461189
15427,32,3,1483.14,494.38000000000005,1483.14,4.879978213507627
15428,14,1,93.78,93.78,93.78,17.060000000000002
15429,26,2,397.35,198.675,397.35,4.772764227642276
15432,22,1,171.19000000000003,171.19000000000003,171.19000000000003,17.288
15433,213,2,533.3,266.65,533.3,12.824390243902437
15434,7,5,1041.48,208.296,1041.48,18.855696969696968
15435,21,1,149.29,149.29,149.29,5.018563218390804
15436,11,3,1122.53,374.1766666666667,1122.53,3.395633232016212
15437,261,1,200.16,200.16,200.16,4.469111111111111
15438,130,1,156.57999999999998,156.57999999999998,156.57999999999998,6.390533333333333
15440,54,3,383.68,127.89333333333333,383.68,6.201397849462365
15442,248,1,594.0,594.0,594.0,297.0
15443,1,7,3236.91,462.4157142857143,3236.91,8.47546247818499
15444,8,2,1418.26,709.13,1418.26,6.481019786910196
15445,263,1,113.5,113.5,113.5,22.336666666666666
15447,330,1,155.17000000000002,155.17000000000002,155.17000000000002,16.08555555555556
15448,312,1,494.64,494.64,494.64,17.86392857142857
15449,25,3,974.52,324.84,974.52,16.089777777777776
15450,29,1,429.84,429.84,429.84,14.387777777777778
15452,29,3,538.73,179.57666666666668,538.73,9.15080459770115
15453,1,7,1388.37,198.3385714285714,1388.37,4.838589743589743
15454,361,1,179.1,179.1,179.1,6.610999999999999
15456,282,3,447.22,149.07333333333335,447.22,7.463666666666667
15457,261,1,237.07,237.07,237.07,3.8838218390804595
15458,24,1,161.64,161.64,161.64,23.891428571428573
15460,353,1,216.76,216.76,216.76,3.6309195402298844
15462,93,3,234.6,78.2,234.60000000000002,21.327272727272728
15463,28,1,126.14,126.14,126.14,15.491428571428571
15464,337,1,1048.85,1048.85,1048.85,6.876910828025476
15465,19,18,7354.62,408.59,7354.62,75.53201030927833
15466,84,1,334.53,334.53,334.53,5.8715789473684215
15467,8,3,524.88,174.96,524.88,10.415641025641026
15468,50,2,467.51,233.755,467.51,19.51097222222222
15469,49,2,538.55,269.275,538.55,21.152083333333334
15471,1,1,469.48,469.48,469.48,6.0420129870129875
15472,112,1,371.56,371.56,371.56,4.861008771929825
15473,13,7,1771.2,253.02857142857144,1771.2,157.56363636363636
15475,76,1,454.11,454.11,454.11,15.93396551724138
15478,39,2,1441.42,720.71,1441.42,31.301884057971016
15480,115,1,905.5,905.5,905.5,20.088148148148147
15482,15,12,11054.96,921.2466666666666,11054.96,111.82122448979591
15483,160,4,233.81,58.4525,233.81,2.6627083333333332
15484,0,4,3594.31,898.5775,3594.31,19.100301418439717
15485,29,3,2575.0,858.3333333333334,2575.0,28.87302325581395
15488,92,1,91.32000000000001,91.32000000000001,91.32000000000001,30.330000000000002
15489,22,3,1134.28,378.0933333333333,1134.28,22.3706
15491,94,6,3100.09,516.6816666666667,3100.09,19.68353896103896
15492,27,2,659.46,329.73,659.46,18.40742857142857
15493,32,5,2001.8,400.36,2001.8000000000002,6.741358024691361
15494,20,2,1299.23,649.615,1299.23,10.390373333333333
15497,17,2,1262.2,631.1,1262.2,83.50666666666666
15498,2,27,13316.4,493.2,13316.4,26.03919270833332
15500,7,4,1131.56,282.89,1131.56,16.52514705882353
15502,15,12,10384.93,865.4108333333334,10384.93,48.59043818466354
15503,362,1,147.09,147.09,147.09,1.9921190476190476
15504,80,1,52.83,52.83,52.83,4.55076923076923
15505,52,5,3610.96,722.192,3610.96,37.18463917525773
15506,22,3,979.26,326.42,979.26,5.962560975609756
15507,171,1,492.36,492.36,492.36,10.423115942028986
15508,188,6,1000.27,166.71166666666667,1000.27,10.81858695652174
15510,330,1,250.0,250.0,250.0,250.0
15511,11,5,909.23,181.846,909.23,5.69425
15512,155,2,121.0,60.5,121.0,17.70952380952381
15513,32,19,14758.22,776.7484210526316,14758.22,48.1802813852814
15514,11,11,4139.46,376.31454545454545,4139.46,22.10242509363296
15516,44,3,62.43,20.81,62.42999999999999,3.770888888888889
15517,232,1,267.03,267.03,267.03,9.962777777777777
15518,63,8,1942.45,242.80625,1942.45,9.059657320872276
15520,1,1,343.5,343.5,343.5,18.91111111111111
15521,39,8,3000.2,375.025,3000.2,16.288918918918917
15522,32,2,398.84,199.42,398.84,6.857192982456141
15523,83,1,412.01000000000005,412.01000000000005,412.01000000000005,60.951
15524,24,1,440.0,440.0,440.0,440.0
15525,1,3,825.92,275.3066666666667,825.9200000000001,4.639194756554307
15526,32,2,148.44,74.22,148.44,58.736666666666665
15527,18,8,2429.78,303.7225,2429.78,14.916574642126786
15528,253,1,229.33,229.33,229.33,9.087371794871794
15529,22,11,3995.23,363.20272727272726,3995.23,5.948606150793649
15530,21,4,1502.3500000000001,375.58750000000003,1502.3500000000001,13.744012345679014
15531,7,2,2007.44,1003.72,2007.44,8.84032894736842
15532,24,4,1580.93,395.2325,1580.93,6.155585937499998
15533,18,3,807.57,269.19,807.5699999999999,9.75847389558233
15535,172,4,536.4,134.1,536.4,7.202
15537,162,1,110.92,110.92,110.92,4.5126388888888895
15539,6,1,538.46,538.46,538.46,12.914674796747967
15540,10,1,213.3,213.3,213.3,14.087111111111112
15541,113,1,85.13000000000001,85.13000000000001,85.13000000000001,2.9577586206896553
15543,287,1,127.86,127.86,127.86,4.2325
15544,8,9,3546.71,394.0788888888889,3546.71,13.653835263835266
15545,53,2,292.71999999999997,146.35999999999999,292.71999999999997,3.670925925925926
15547,6,14,4954.84,353.9171428571429,4954.84,7.084123931623937
15549,76,3,1693.26,564.42,1693.2599999999998,14.687463768115942
15550,3,4,575.63,143.9075,575.63,9.404043715846992
15551,36,1,436.06,436.06,436.06,14.714137931034482
15552,216,1,90.12,90.12,90.12,5.435
15553,59,1,437.23,437.23,437.23,7.706190476190476
15554,277,1,217.2,217.2,217.2,15.910714285714286
15555,11,16,4805.17,300.323125,4805.17,5.336414534668147
15556,23,1,279.77,279.77,279.77,9.211935483870967
15557,28,1,473.65000000000003,473.65000000000003,473.65000000000003,24.316250000000004
15561,11,4,800.5899999999999,200.14749999999998,800.5899999999999,31.057654320987655
15562,351,1,134.55,134.55,134.55,134.55
15563,21,4,1400.44,350.11,1400.44,12.604144542772863
15565,49,2,173.16000000000003,86.58000000000001,173.16000000000003,20.87
15567,18,1,186.01,186.01,186.01,35.39
15568,2,3,758.29,252.76333333333332,758.29,14.21503144654088
15569,103,5,1375.71,275.142,1375.71,40.99709677419355
15570,6,12,4165.52,347.1266666666667,4165.52,12.864922600619195
15571,11,4,650.4300000000001,162.60750000000002,650.4300000000001,10.591140350877193
15572,4,7,2552.86,364.69428571428574,2552.86,11.862558139534883
15573,31,2,607.45,303.725,607.45,5.802083333333333
15574,177,4,702.25,175.5625,702.25,4.080952380952381
15576,37,1,940.67,940.67,940.67,22.26725925925926
15577,150,3,258.88,86.29333333333334,258.88,6.896452991452991
15578,161,1,127.1,127.1,127.1,10.111538461538462
15579,68,2,348.6,174.3,348.6,6.652614379084967
15581,120,13,3679.9700000000003,283.0746153846154,3679.9700000000003,13.057762863534679
15582,24,3,682.9100000000001,227.63666666666668,682.9100000000001,15.409507575757575
15584,23,4,725.11,181.2775,725.11,5.920135501355013
15585,176,1,455.3,455.3,455.3,14.166129032258064
15587,49,4,913.68,228.42,913.68,107.08
15589,255,3,478.53,159.51,478.53,16.134942528735632
15592,46,1,388.58,388.58,388.58,16.207291666666666
15593,70,1,199.8,199.8,199.8,28.04
15594,15,5,1771.78,354.356,1771.78,17.158640776699027
15596,100,5,1406.59,281.318,1406.59,18.35225108225108
15597,34,1,324.57,324.57,324.57,14.933863636363638
15598,52,1,240.68,240.68,240.68,16.88309523809524
15599,26,2,761.74,380.87,761.74,14.801410256410255
15601,10,14,6776.56,484.04,6776.56,16.557308943089428
15602,7,9,1297.8700000000001,144.20777777777778,1297.87,28.032500000000002
15603,78,1,48.480000000000004,48.480000000000004,48.480000000000004,29.400000000000002
15604,51,1,216.39000000000001,216.39000000000001,216.39000000000001,12.249705882352941
15605,35,5,1198.23,239.64600000000002,1198.23,17.827064676616917
15606,60,9,2920.16,324.4622222222222,2920.16,37.81376623376623
15607,336,1,104.76,104.76,104.76,8.233846153846155
15608,27,4,1093.68,273.42,1093.68,17.728444444444445
15609,183,1,298.48,298.48,298.48,18.964375
15610,51,1,112.46000000000001,112.46000000000001,112.46000000000001,17.502222222222223
15611,9,13,1591.45,122.41923076923078,1591.45,38.068255813953485
15612,35,2,195.15,97.575,195.15,28.0625
15615,9,23,10399.74,452.1626086956522,10399.74,24.641702127659574
15618,32,4,776.851,194.21275,776.851,17.309281481481484
15619,10,1,336.4,336.4,336.4,125.17777777777776
15620,56,3,1553.18,517.7266666666667,1553.18,15.5907
15621,3,4,1293.03,323.2575,1293.03,87.88895833333333
15622,42,9,3709.56,412.17333333333335,3709.56,19.925549549549547
15623,140,1,301.03000000000003,301.03000000000003,301.03000000000003,15.76824561403509
15624,116,4,588.13,147.0325,588.13,17.029558823529413
15625,103,4,1534.26,383.565,1534.26,23.6134375
15626,74,2,675.8,337.9,675.8,13.853945578231293
15628,4,9,2870.2400000000002,318.91555555555556,2870.24,18.541763440860215
15630,44,2,1186.35,593.175,1186.35,19.765833333333333
15632,15,8,3285.31,410.66375,3285.31,19.75914171656687
15634,16,1,243.55,243.55,243.55,16.526666666666667
15636,89,2,724.76,362.38,724.76,28.6644
15637,52,1,223.36,223.36,223.36,14.787222222222223
15639,133,1,425.32,425.32,425.32,18.0048
15640,3,15,12515.66,834.3773333333334,12515.66,25.99086776859504
15641,104,4,1887.2,471.8,1887.2,15.836302521008403
15643,191,3,664.0,221.33333333333334,664.0,19.94040404040404
15644,165,4,813.0,203.25,813.0,3.4091386554621845
15645,18,1,612.01,612.01,612.01,11.47551282051282
15646,157,3,447.64000000000004,149.21333333333334,447.64,12.719142857142858
15648,203,2,657.35,328.675,657.35,25.857333333333337
15649,335,2,816.0,408.0,816.0,459.0
15651,36,3,646.3,215.4333333333333,646.3,19.9390625
15652,90,1,337.74,337.74,337.74,17.123333333333335
15653,92,2,877.44,438.72,877.44,79.82000000000001
15654,8,2,922.53,461.265,922.53,44.70857142857143
15655,242,1,560.6700000000001,560.6700000000001,560.6700000000001,16.416764705882354
15656,44,4,748.5,187.125,748.5,15.984751773049645
15657,22,1,30.0,30.0,30.0,30.0
15658,189,5,1024.1000000000001,204.82000000000002,1024.1000000000001,21.20277777777778
15659,43,1,306.45,306.45,306.45,27.413636363636364
15660,24,9,1600.86,177.87333333333333,1600.8600000000001,17.761666666666667
15661,316,2,309.8,154.9,309.8,69.03333333333333
15663,105,1,138.14,138.14,138.14,14.610000000000001
15664,50,1,386.43,386.43,386.43,22.446470588235293
15665,167,2,2242.01,1121.005,2242.01,19.40540229885058
15667,39,1,301.32000000000005,301.32000000000005,301.32000000000005,21.049230769230768
15668,217,1,76.32000000000001,76.32000000000001,76.32000000000001,76.32000000000001
15669,39,4,684.34,171.085,684.34,20.334242424242422
15670,296,1,173.05,173.05,173.05,14.433333333333335
15671,18,7,2657.13,379.59000000000003,2657.13,34.01910256410257
15673,87,4,2881.02,720.255,2881.02,18.616043010752687
15674,72,5,2446.6,489.32,2446.6,21.46388888888889
15675,80,3,323.69,107.89666666666666,323.69,15.132857142857144
15676,18,3,3435.76,1145.2533333333333,3435.76,16.986105610561054
15677,48,1,657.23,657.23,657.23,19.502424242424244
15678,52,1,352.7,352.7,352.7,27.762500000000003
15679,23,4,781.28,195.32,781.28,7.1783636363636365
15680,8,3,1333.68,444.56,1333.68,17.092820512820516
15681,24,5,1426.16,285.232,1426.16,26.55320754716981
15683,116,1,193.75,193.75,193.75,18.138333333333332
15687,8,9,2993.1,332.56666666666666,2993.1,17.9941265060241
15689,119,2,254.1,127.05,254.1,23.966666666666665
15690,3,2,239.76,119.88,239.76,14.032631578947369
15691,251,1,136.8,136.8,136.8,56.7
15692,27,1,191.04,191.04,191.04,15.383333333333333
15694,0,14,6479.4,462.8142857142857,6479.4,80.158547008547
15695,266,2,409.98,204.99,409.98,19.500227272727273
15696,32,8,2736.46,342.0575,2736.46,16.01292397660819
15699,17,1,309.65,309.65,309.65,17.014814814814816
15700,171,2,696.68,348.34,696.68,8.166918604651164
15701,1,4,1542.14,385.535,1542.14,6.473797468354432
15703,264,1,211.5,211.5,211.5,32.1
15704,139,4,2293.62,573.405,2293.62,19.544843304843305
15705,200,1,143.1,143.1,143.1,29.575
15706,63,4,1060.56,265.14,1060.56,17.977454545454545
15707,34,4,945.58,236.395,945.58,4.4493613707165105
15708,40,7,3364.2400000000002,480.6057142857143,3364.2400000000002,11.665763888888891
15709,283,1,133.25,133.25,133.25,25.43722222222222
15712,8,5,1072.3600000000001,214.47200000000004,1072.3600000000001,20.08116352201258
15713,142,2,356.7,178.35,356.7,17.68
15714,11,2,330.88,165.44,330.88,9.863714285714288
15716,145,4,1118.81,279.7025,1118.81,9.461158192090396
15717,233,1,150.3,150.3,150.3,23.22857142857143
15719,32,13,5045.61,388.1238461538461,5045.61,5.380702596940592
15720,23,1,598.73,598.73,598.73,4.6890625
15721,11,1,507.08000000000004,507.08000000000004,507.08000000000004,5.521428571428572
15722,35,5,2222.56,444.512,2222.56,31.630942028985512
15723,364,1,203.10000000000002,203.10000000000002,203.10000000000002,4.769308943089431
15724,200,2,218.25,109.125,218.25,20.200000000000003
15725,14,1,415.25,415.25,415.25,13.59609375
15727,16,7,5178.96,739.8514285714285,5178.96,17.13877483443708
15729,212,1,85.0,85.0,85.0,16.866666666666667
15730,65,3,1120.88,373.6266666666667,1120.88,15.928642857142858
15732,211,2,294.12,147.06,294.12,20.797857142857143
15733,282,1,162.3,162.3,162.3,16.58833333333333
15734,114,2,1339.45,669.725,1339.45,52.06217948717949
15737,14,8,1205.1200000000001,150.64000000000001,1205.1200000000001,16.698796296296294
15738,18,16,4812.42,300.77625,4812.42,27.825549132947977
15739,65,1,449.12,449.12,449.12,52.214999999999996
15740,48,1,154.88,154.88,154.88,16.305185185185184
15743,15,4,784.46,196.115,784.46,8.855606060606064
15744,77,1,34.8,34.8,34.8,13.146666666666667
15745,18,4,1094.5900000000001,273.64750000000004,1094.5900000000001,17.629408602150537
15746,133,1,196.88,196.88,196.88,7.297023809523809
15747,12,3,974.04,324.68,974.04,10.39254480286739
15748,39,1,149.31,149.31,149.31,6.975476190476191
15749,234,3,44534.3,14844.766666666668,44534.3,4376.594999999999
15750,2,8,2465.48,308.185,2465.48,8.415813424345847
15752,39,7,2637.38,376.7685714285714,2637.38,6.439245742092459
15753,304,1,79.2,79.2,79.2,79.2
15754,50,3,458.57,152.85666666666665,458.56999999999994,16.188214285714285
15755,9,6,2364.25,394.0416666666667,2364.25,16.733096926713948
